name,rss_url,domain,category,already_in_docuaction
Philadelphia Inquirer,https://www.inquirer.com/arcio/rss/,inquirer.com,General,False
SF Gate,https://www.sfgate.com/default/feed/SFGate-Latest-News-2960713.php,sfgate.com,General,False
USA Today (Top Stories),https://rssfeeds.usatoday.com/usatoday-NewsTopStories,rssfeeds.usatoday.com,General,False
Washington Post (National),https://feeds.washingtonpost.com/rss/national,feeds.washingtonpost.com,General,True
Atlanta Journal-Constitution,https://www.ajc.com/news/rss.xml,ajc.com,General,False
Austin American-Statesman,https://www.statesman.com/arc/outboundfeeds/rss/,statesman.com,General,False
Baltimore Sun,https://www.baltimoresun.com/arcio/rss/,baltimoresun.com,General,False
Boston Globe,https://www.bostonglobe.com/rss/homepage,bostonglobe.com,General,False
Boston Herald,https://www.bostonherald.com/feed/,bostonherald.com,General,False
Chicago Sun-Times,https://chicago.suntimes.com/rss/index.xml,chicago.suntimes.com,General,False
Cleveland Plain Dealer,https://www.cleveland.com/arc/outboundfeeds/rss/,cleveland.com,General,False
Dallas Morning News,https://www.dallasnews.com/arc/outboundfeeds/rss/,dallasnews.com,General,False
Detroit Free Press,https://www.freep.com/arcio/rss/,freep.com,General,False
Houston Chronicle,https://www.houstonchronicle.com/arc/outboundfeeds/rss/,houstonchronicle.com,General,False
Kansas City Star,https://www.kansascity.com/arc/outboundfeeds/rss/,kansascity.com,General,False
Miami Herald,https://www.miamiherald.com/arc/outboundfeeds/rss/,miamiherald.com,General,False
Minneapolis Star Tribune,https://www.startribune.com/local/rss,startribune.com,General,False
NY Daily News,https://www.nydailynews.com/arc/outboundfeeds/rss/,nydailynews.com,General,False
New York Post,https://nypost.com/feed/,nypost.com,General,False
NJ.com,https://www.nj.com/arc/outboundfeeds/rss/,nj.com,General,False
Oregonian,https://www.oregonlive.com/arc/outboundfeeds/rss/,oregonlive.com,General,False
Pittsburgh Post-Gazette,https://www.post-gazette.com/rss/homepage,post-gazette.com,General,False
San Jose Mercury News,https://www.mercurynews.com/arc/outboundfeeds/rss/,mercurynews.com,General,False
Seattle Times,https://www.seattletimes.com/feed/,seattletimes.com,General,False
Tampa Bay Times,https://www.tampabay.com/feed/,tampabay.com,General,False
Arizona Republic,https://www.azcentral.com/arc/outboundfeeds/rss/,azcentral.com,General,False
Washington Times,https://www.washingtontimes.com/rss/headlines/news/,washingtontimes.com,General,False
AP News (Top),https://feeds.apnews.com/rss/topnews,feeds.apnews.com,General,False
Ad Age,https://adage.com/rss/technology,adage.com,General,False
Daily Beast,https://feeds.thedailybeast.com/rss/articles,feeds.thedailybeast.com,General,False
Economist Tech,https://www.economist.com/technology/rss.xml,economist.com,General,False
Fierce Cable,https://www.fiercecable.com/rss/xml,fiercecable.com,General,False
Fierce Telecom,https://www.fiercetelecom.com/rss/xml,fiercetelecom.com,General,False
Hollywood Reporter,https://www.hollywoodreporter.com/feed/,hollywoodreporter.com,General,False
Roll Call,https://rollcall.com/feed/,rollcall.com,General,False
Variety,https://variety.com/feed/,variety.com,General,False
The Wrap,https://www.thewrap.com/feed/,thewrap.com,General,False
Fast Company,https://www.fastcompany.com/latest/rss?x=1,fastcompany.com,General,False
HuffPost,https://www.huffpost.com/section/front-page/feed,huffpost.com,General,False
Vice Motherboard,https://www.vice.com/en/section/tech/rss,vice.com,General,False
Telecompetitor,https://www.telecompetitor.com/feed/,telecompetitor.com,General,True
Awful Announcing,https://awfulannouncing.com/feed/,awfulannouncing.com,General,False
Democracy Now,https://www.democracynow.org/democracynow.rss,democracynow.org,General,False
NPR Homepage,https://feeds.npr.org/1001/rss.xml,feeds.npr.org,General,True
National Journal,https://www.nationaljournal.com/rss,nationaljournal.com,General,False
DSLReports,https://www.dslreports.com/rss,dslreports.com,General,False
AL - Anniston Star,https://www.annistonstar.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc,annistonstar.com,Regional,False
AL - Birmingham News,https://www.al.com/news/birmingham/index.ssf/rss2.0.xml,al.com,Regional,False
AL - Decatur Daily,https://www.decaturdaily.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc,decaturdaily.com,Regional,False
AL - Dothan Eagle,https://www.dothaneagle.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc,dothaneagle.com,Regional,False
AL - Gadsden Times,https://www.gadsdentimes.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc,gadsdentimes.com,Regional,False
AL - Huntsville Times,https://www.al.com/news/huntsville/index.ssf/rss2.0.xml,al.com,Regional,False
AL - Mobile Press-Register,https://www.al.com/news/mobile/index.ssf/rss2.0.xml,al.com,Regional,False
AL - Montgomery Advertiser,https://www.montgomeryadvertiser.com/rss/,montgomeryadvertiser.com,Regional,False
AL - Tuscaloosa News,https://www.tuscaloosanews.com/rss/,tuscaloosanews.com,Regional,False
AL - Florence Times Daily,https://www.timesdaily.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc,timesdaily.com,Regional,False
AK - Anchorage Daily News,https://www.adn.com/feed/,adn.com,Regional,False
AK - Fairbanks Daily News-Miner,https://www.newsminer.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc,newsminer.com,Regional,False
AK - Juneau Empire,https://www.juneauempire.com/feed/,juneauempire.com,Regional,False
AK - Kodiak Daily Mirror,https://www.kodiakdailymirror.com/search/?f=rss&t=article&l=50,kodiakdailymirror.com,Regional,False
AK - Sitka Sentinel,https://www.sitkasentinel.com/feed/,sitkasentinel.com,Regional,False
AZ - Arizona Republic,https://www.azcentral.com/rss/,azcentral.com,Regional,False
AZ - Arizona Daily Star,https://tucson.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc,tucson.com,Regional,False
AZ - East Valley Tribune,https://www.eastvalleytribune.com/feed/,eastvalleytribune.com,Regional,False
AZ - Arizona Daily Sun,https://azdailysun.com/search/?f=rss&t=article&l=50,azdailysun.com,Regional,False
AZ - Yuma Sun,https://www.yumasun.com/search/?f=rss&t=article&l=50,yumasun.com,Regional,False
AZ - Casa Grande Dispatch,https://www.pinalcentral.com/search/?f=rss&t=article&l=50,pinalcentral.com,Regional,False
AZ - Prescott Daily Courier,https://www.dcourier.com/feed/,dcourier.com,Regional,False
AZ - Kingman Daily Miner,https://www.kingmandailyminer.com/feed/,kingmandailyminer.com,Regional,False
AZ - Arizona Capitol Times,https://azcapitoltimes.com/feed/,azcapitoltimes.com,Regional,False
AR - Arkansas Democrat-Gazette,https://www.arkansasonline.com/syndication/rss/,arkansasonline.com,Regional,False
AR - Northwest Arkansas Democrat,https://www.nwaonline.com/syndication/rss/,nwaonline.com,Regional,False
AR - Jonesboro Sun,https://www.jonesborosun.com/search/?f=rss&t=article&l=50,jonesborosun.com,Regional,False
AR - Arkansas Times,https://arktimes.com/feed/,arktimes.com,Regional,False
AR - El Dorado News-Times,https://www.eldoradonews.com/search/?f=rss&t=article&l=50,eldoradonews.com,Regional,False
AR - Fort Smith Times Record,https://www.swtimes.com/search/?f=rss&t=article&l=50,swtimes.com,Regional,False
AR - Pine Bluff Commercial,https://www.pbcommercial.com/search/?f=rss&t=article&l=50,pbcommercial.com,Regional,False
CA - Los Angeles Times,https://www.latimes.com/rss2.0.xml,latimes.com,Regional,False
CA - San Francisco Chronicle,https://www.sfgate.com/rss/feed/SFGate-Latest-News-2960713.php,sfgate.com,Regional,False
CA - San Jose Mercury News,https://www.mercurynews.com/feed/,mercurynews.com,Regional,False
CA - Sacramento Bee,https://www.sacbee.com/news/local/rss,sacbee.com,Regional,False
CA - San Diego Union-Tribune,https://www.sandiegouniontribune.com/rss/,sandiegouniontribune.com,Regional,False
CA - Orange County Register,https://www.ocregister.com/feed/,ocregister.com,Regional,False
CA - Fresno Bee,https://www.fresnobee.com/news/local/rss,fresnobee.com,Regional,False
CA - Long Beach Press-Telegram,https://www.presstelegram.com/feed/,presstelegram.com,Regional,False
CA - Riverside Press-Enterprise,https://www.pe.com/feed/,pe.com,Regional,False
CA - San Bernardino Sun,https://www.sbsun.com/feed/,sbsun.com,Regional,False
CA - Pasadena Star-News,https://www.pasadenastarnews.com/feed/,pasadenastarnews.com,Regional,False
CA - Ventura County Star,https://www.vcstar.com/rss/,vcstar.com,Regional,False
CA - Modesto Bee,https://www.modbee.com/news/local/rss,modbee.com,Regional,False
CA - Stockton Record,https://www.recordnet.com/rss/,recordnet.com,Regional,False
CA - Bakersfield Californian,https://www.bakersfield.com/search/?f=rss&t=article&l=50,bakersfield.com,Regional,False
CA - Santa Barbara News-Press,https://newspress.com/feed/,newspress.com,Regional,False
CA - Santa Cruz Sentinel,https://www.santacruzsentinel.com/feed/,santacruzsentinel.com,Regional,False
CA - Monterey Herald,https://www.montereyherald.com/feed/,montereyherald.com,Regional,False
CA - Marin Independent Journal,https://www.marinij.com/feed/,marinij.com,Regional,False
CA - Redding Record Searchlight,https://www.redding.com/rss/,redding.com,Regional,False
CA - Daily Breeze,https://www.dailybreeze.com/feed/,dailybreeze.com,Regional,False
CA - San Gabriel Valley Tribune,https://www.sgvtribune.com/feed/,sgvtribune.com,Regional,False
CA - Daily Bulletin Ontario,https://www.dailybulletin.com/feed/,dailybulletin.com,Regional,False
CA - Whittier Daily News,https://www.whittierdailynews.com/feed/,whittierdailynews.com,Regional,False
CA - San Mateo Daily Journal,https://www.smdailyjournal.com/search/?f=rss,smdailyjournal.com,Regional,False
CA - Chico Enterprise-Record,https://www.chicoer.com/feed/,chicoer.com,Regional,False
CA - Visalia Times-Delta,https://www.visaliatimesdelta.com/rss/,visaliatimesdelta.com,Regional,False
CA - Lodi News-Sentinel,https://www.lodinews.com/search/?f=rss,lodinews.com,Regional,False
CA - Ukiah Daily Journal,https://www.ukiahdailyjournal.com/feed/,ukiahdailyjournal.com,Regional,False
CA - Times of San Diego,https://timesofsandiego.com/feed/,timesofsandiego.com,Regional,False
CA - LA Daily News,https://www.dailynews.com/feed/,dailynews.com,Regional,False
CO - Denver Post,https://www.denverpost.com/feed/,denverpost.com,Regional,False
CO - Colorado Springs Gazette,https://gazette.com/search/?f=rss&t=article&l=50,gazette.com,Regional,False
CO - Fort Collins Coloradoan,https://www.coloradoan.com/rss/,coloradoan.com,Regional,False
CO - Boulder Daily Camera,https://www.dailycamera.com/feed/,dailycamera.com,Regional,False
CO - Pueblo Chieftain,https://www.chieftain.com/search/?f=rss&t=article&l=50,chieftain.com,Regional,False
CO - Greeley Tribune,https://www.greeleytribune.com/feed/,greeleytribune.com,Regional,False
CO - Grand Junction Sentinel,https://www.gjsentinel.com/search/?f=rss&t=article&l=50,gjsentinel.com,Regional,False
CO - Durango Herald,https://durangoherald.com/feed/,durangoherald.com,Regional,False
CO - Aspen Times,https://www.aspentimes.com/feed/,aspentimes.com,Regional,False
CO - Vail Daily,https://www.vaildaily.com/feed/,vaildaily.com,Regional,False
CO - Denver Business Journal,https://www.bizjournals.com/denver/feed/latest/,bizjournals.com,Regional,False
CT - Hartford Courant,https://www.courant.com/arcio/rss/,courant.com,Regional,False
CT - New Haven Register,https://www.nhregister.com/feed/,nhregister.com,Regional,False
CT - Stamford Advocate,https://www.stamfordadvocate.com/feed/,stamfordadvocate.com,Regional,False
CT - Connecticut Post,https://www.ctpost.com/feed/,ctpost.com,Regional,False
CT - Waterbury Republican-Am,https://www.rep-am.com/feed/,rep-am.com,Regional,False
CT - Norwich Bulletin,https://www.norwichbulletin.com/rss/,norwichbulletin.com,Regional,False
CT - Greenwich Time,https://www.greenwichtime.com/feed/,greenwichtime.com,Regional,False
CT - Danbury News-Times,https://www.newstimes.com/feed/,newstimes.com,Regional,False
DE - Delaware Online/News Journal,https://www.delawareonline.com/rss/,delawareonline.com,Regional,False
DE - Delaware State News,https://delawarestatesnews.com/feed/,delawarestatesnews.com,Regional,False
DE - Cape Gazette,https://www.capegazette.com/rss,capegazette.com,Regional,False
FL - Miami Herald,https://www.miamiherald.com/news/rss,miamiherald.com,Regional,False
FL - Orlando Sentinel,https://www.orlandosentinel.com/arcio/rss/,orlandosentinel.com,Regional,False
FL - South Florida Sun-Sentinel,https://www.sun-sentinel.com/arcio/rss/,sun-sentinel.com,Regional,False
FL - Florida Times-Union,https://www.jacksonville.com/arcio/rss/,jacksonville.com,Regional,False
FL - Tallahassee Democrat,https://www.tallahassee.com/rss/,tallahassee.com,Regional,False
FL - Palm Beach Post,https://www.palmbeachpost.com/rss/,palmbeachpost.com,Regional,False
FL - Sarasota Herald-Tribune,https://www.heraldtribune.com/rss/,heraldtribune.com,Regional,False
FL - Naples Daily News,https://www.naplesnews.com/rss/,naplesnews.com,Regional,False
FL - Pensacola News Journal,https://www.pnj.com/rss/,pnj.com,Regional,False
FL - Daytona Beach News-Journal,https://www.news-journalonline.com/rss/,news-journalonline.com,Regional,False
FL - Gainesville Sun,https://www.gainesville.com/rss/,gainesville.com,Regional,False
FL - Ocala Star-Banner,https://www.ocala.com/rss/,ocala.com,Regional,False
FL - Lakeland Ledger,https://www.theledger.com/rss/,theledger.com,Regional,False
FL - Melbourne Florida Today,https://www.floridatoday.com/rss/,floridatoday.com,Regional,False
FL - Fort Myers News-Press,https://www.news-press.com/rss/,news-press.com,Regional,False
FL - Stuart News,https://www.tcpalm.com/rss/,tcpalm.com,Regional,False
FL - Key West Citizen,https://www.keysnews.com/search/?f=rss&t=article&l=50,keysnews.com,Regional,False
FL - Panama City News Herald,https://www.newsherald.com/search/?f=rss&t=article&l=50,newsherald.com,Regional,False
FL - Miami New Times,https://www.miaminewtimes.com/feed/,miaminewtimes.com,Regional,False
FL - Tampa Bay Business Journal,https://www.bizjournals.com/tampabay/feed/latest/,bizjournals.com,Regional,False
FL - South Florida Business Jrnl,https://www.bizjournals.com/southflorida/feed/latest/,bizjournals.com,Regional,False
FL - Jacksonville Business Jrnl,https://www.bizjournals.com/jacksonville/feed/latest/,bizjournals.com,Regional,False
FL - Orlando Business Journal,https://www.bizjournals.com/orlando/feed/latest/,bizjournals.com,Regional,False
GA - Atlanta Journal-Constitution,https://www.ajc.com/feed/,ajc.com,Regional,False
GA - Savannah Morning News,https://www.savannahnow.com/rss/,savannahnow.com,Regional,False
GA - Augusta Chronicle,https://www.augustachronicle.com/rss/,augustachronicle.com,Regional,False
GA - Macon Telegraph,https://www.macon.com/news/local/rss,macon.com,Regional,False
GA - Columbus Ledger-Enquirer,https://www.ledger-enquirer.com/news/local/rss,ledger-enquirer.com,Regional,False
GA - Athens Banner-Herald,https://www.onlineathens.com/rss/,onlineathens.com,Regional,False
GA - Rome News-Tribune,https://www.northwestgeorgianews.com/romenews/search/?f=rss,northwestgeorgianews.com,Regional,False
GA - Brunswick News,https://thebrunswicknews.com/search/?f=rss&t=article&l=50,thebrunswicknews.com,Regional,False
GA - Dalton Daily Citizen,https://www.daltondailycitizen.com/search/?f=rss,daltondailycitizen.com,Regional,False
GA - Atlanta Business Chronicle,https://www.bizjournals.com/atlanta/feed/latest/,bizjournals.com,Regional,False
HI - Honolulu Star-Advertiser,https://www.staradvertiser.com/feed/,staradvertiser.com,Regional,False
HI - Maui News,https://www.mauinews.com/feed/,mauinews.com,Regional,False
HI - Hawaii Tribune-Herald,https://www.hawaiitribune-herald.com/feed/,hawaiitribune-herald.com,Regional,False
HI - West Hawaii Today,https://www.westhawaiitoday.com/feed/,westhawaiitoday.com,Regional,False
HI - Garden Island (Kauai),https://www.thegardenisland.com/feed/,thegardenisland.com,Regional,False
HI - Civil Beat,https://www.civilbeat.org/feed/,civilbeat.org,Regional,False
ID - Idaho Statesman,https://www.idahostatesman.com/news/local/rss,idahostatesman.com,Regional,False
ID - Idaho Press-Tribune,https://www.idahopress.com/search/?f=rss&t=article&l=50,idahopress.com,Regional,False
ID - Post Register,https://www.postregister.com/search/?f=rss&t=article&l=50,postregister.com,Regional,False
ID - Lewiston Tribune,https://lmtribune.com/search/?f=rss&t=article&l=50,lmtribune.com,Regional,False
ID - Moscow-Pullman Daily News,https://dnews.com/search/?f=rss&t=article&l=50,dnews.com,Regional,False
ID - Twin Falls Times-News,https://magicvalley.com/search/?f=rss&t=article&l=50,magicvalley.com,Regional,False
IL - Chicago Tribune,https://www.chicagotribune.com/arcio/rss/,chicagotribune.com,Regional,False
IL - Rockford Register Star,https://www.rrstar.com/rss/,rrstar.com,Regional,False
IL - Springfield State Journal-Reg,https://www.sj-r.com/rss/,sj-r.com,Regional,False
IL - Peoria Journal Star,https://www.pjstar.com/rss/,pjstar.com,Regional,False
IL - Champaign News-Gazette,https://www.news-gazette.com/search/?f=rss&t=article&l=50,news-gazette.com,Regional,False
IL - Quad-City Times,https://qctimes.com/search/?f=rss&t=article&l=50,qctimes.com,Regional,False
IL - Bloomington Pantagraph,https://pantagraph.com/search/?f=rss&t=article&l=50,pantagraph.com,Regional,False
IL - Decatur Herald & Review,https://herald-review.com/search/?f=rss&t=article&l=50,herald-review.com,Regional,False
IL - Aurora Beacon-News,https://www.chicagotribune.com/suburbs/aurora-beacon-news/rss2.0.xml,chicagotribune.com,Regional,False
IL - Naperville Sun,https://www.chicagotribune.com/suburbs/naperville-sun/rss2.0.xml,chicagotribune.com,Regional,False
IL - Daily Herald Suburbs,https://www.dailyherald.com/rss/,dailyherald.com,Regional,False
IL - Chicago Business,https://www.chicagobusiness.com/feeds/news/rss/,chicagobusiness.com,Regional,False
IL - Chicago Reporter,https://www.chicagoreporter.com/feed/,chicagoreporter.com,Regional,False
IN - Indianapolis Star,https://www.indystar.com/rss/,indystar.com,Regional,False
IN - Fort Wayne Journal Gazette,https://www.journalgazette.net/search/?f=rss&t=article&l=50,journalgazette.net,Regional,False
IN - Fort Wayne News-Sentinel,https://www.news-sentinel.com/search/?f=rss&t=article&l=50,news-sentinel.com,Regional,False
IN - South Bend Tribune,https://www.southbendtribune.com/search/?f=rss&t=article&l=50,southbendtribune.com,Regional,False
IN - Evansville Courier & Press,https://www.courierpress.com/rss/,courierpress.com,Regional,False
IN - Lafayette Journal & Courier,https://www.jconline.com/rss/,jconline.com,Regional,False
IN - Muncie Star Press,https://www.thestarpress.com/rss/,thestarpress.com,Regional,False
IN - Terre Haute Tribune-Star,https://www.tribstar.com/search/?f=rss&t=article&l=50,tribstar.com,Regional,False
IN - Columbus Republic,https://www.therepublic.com/search/?f=rss&t=article&l=50,therepublic.com,Regional,False
IN - Indianapolis Business Jrnl,https://www.bizjournals.com/indianapolis/feed/latest/,bizjournals.com,Regional,False
IA - Des Moines Register,https://www.desmoinesregister.com/rss/,desmoinesregister.com,Regional,False
IA - Cedar Rapids Gazette,https://www.thegazette.com/feed/,thegazette.com,Regional,False
IA - Iowa City Press-Citizen,https://www.press-citizen.com/rss/,press-citizen.com,Regional,False
IA - Sioux City Journal,https://siouxcityjournal.com/search/?f=rss&t=article&l=50,siouxcityjournal.com,Regional,False
IA - Waterloo Cedar Falls Courier,https://wcfcourier.com/search/?f=rss&t=article&l=50,wcfcourier.com,Regional,False
IA - Dubuque Telegraph Herald,https://www.telegraphherald.com/search/?f=rss&t=article&l=50,telegraphherald.com,Regional,False
KS - Wichita Eagle,https://www.kansas.com/news/local/rss,kansas.com,Regional,False
KS - Topeka Capital-Journal,https://www.cjonline.com/rss/,cjonline.com,Regional,False
KS - Salina Journal,https://www.salina.com/search/?f=rss&t=article&l=50,salina.com,Regional,False
KS - Lawrence Journal-World,https://www2.ljworld.com/rss/,www2.ljworld.com,Regional,False
KS - Hutchinson News,https://www.hutchnews.com/search/?f=rss&t=article&l=50,hutchnews.com,Regional,False
KS - Manhattan Mercury,https://www.themercury.com/search/?f=rss&t=article&l=50,themercury.com,Regional,False
KS - Hays Daily News,https://www.hdnews.net/search/?f=rss&t=article&l=50,hdnews.net,Regional,False
KY - Courier-Journal Louisville,https://www.courier-journal.com/rss/,courier-journal.com,Regional,False
KY - Lexington Herald-Leader,https://www.kentucky.com/news/local/rss,kentucky.com,Regional,False
KY - Bowling Green Daily News,https://www.bgdailynews.com/search/?f=rss&t=article&l=50,bgdailynews.com,Regional,False
KY - Owensboro Messenger-Inquirer,https://www.messenger-inquirer.com/search/?f=rss&t=article&l=50,messenger-inquirer.com,Regional,False
KY - Frankfort State Journal,https://www.state-journal.com/search/?f=rss&t=article&l=50,state-journal.com,Regional,False
KY - Paducah Sun,https://www.paducahsun.com/search/?f=rss&t=article&l=50,paducahsun.com,Regional,False
LA - Times-Picayune New Orleans,https://www.nola.com/search/?f=rss&t=article&l=50,nola.com,Regional,False
LA - Baton Rouge Advocate,https://www.theadvocate.com/baton_rouge/rss,theadvocate.com,Regional,False
LA - Shreveport Times,https://www.shreveporttimes.com/rss/,shreveporttimes.com,Regional,False
LA - Monroe News-Star,https://www.thenewsstar.com/rss/,thenewsstar.com,Regional,False
LA - Lafayette Advertiser,https://www.theadvertiser.com/rss/,theadvertiser.com,Regional,False
LA - Alexandria Town Talk,https://www.thetowntalk.com/rss/,thetowntalk.com,Regional,False
LA - Lake Charles American Press,https://www.americanpress.com/search/?f=rss&t=article&l=50,americanpress.com,Regional,False
LA - Houma Courier,https://www.houmatoday.com/search/?f=rss&t=article&l=50,houmatoday.com,Regional,False
LA - New Orleans Business Jrnl,https://www.bizjournals.com/neworleans/feed/latest/,bizjournals.com,Regional,False
ME - Portland Press Herald,https://www.pressherald.com/feed/,pressherald.com,Regional,False
ME - Bangor Daily News,https://bangordailynews.com/feed/,bangordailynews.com,Regional,False
ME - Kennebec Journal,https://www.centralmaine.com/feed/,centralmaine.com,Regional,False
ME - Lewiston Sun Journal,https://www.sunjournal.com/feed/,sunjournal.com,Regional,False
MD - Washington Post (MD),https://feeds.washingtonpost.com/rss/local/maryland,feeds.washingtonpost.com,Regional,True
MD - Capital Gazette Annapolis,https://www.capitalgazette.com/arcio/rss/,capitalgazette.com,Regional,False
MD - Frederick News-Post,https://www.fredericknewspost.com/search/?f=rss&t=article&l=50,fredericknewspost.com,Regional,False
MD - Hagerstown Herald-Mail,https://www.heraldmailmedia.com/search/?f=rss&t=article&l=50,heraldmailmedia.com,Regional,False
MD - Salisbury Daily Times,https://www.delmarvanow.com/rss/,delmarvanow.com,Regional,False
MD - Cumberland Times-News,https://www.times-news.com/search/?f=rss&t=article&l=50,times-news.com,Regional,False
MD - Baltimore Business Journal,https://www.bizjournals.com/baltimore/feed/latest/,bizjournals.com,Regional,False
MD - Maryland Reporter,https://marylandreporter.com/feed/,marylandreporter.com,Regional,False
MA - Boston Globe,https://www.bostonglobe.com/rss/,bostonglobe.com,Regional,False
MA - Worcester Telegram & Gazette,https://www.telegram.com/arcio/rss/,telegram.com,Regional,False
MA - Springfield Republican,https://www.masslive.com/rss/,masslive.com,Regional,False
MA - Lowell Sun,https://www.lowellsun.com/feed/,lowellsun.com,Regional,False
MA - Patriot Ledger,https://www.patriotledger.com/feed/,patriotledger.com,Regional,False
MA - Cape Cod Times,https://www.capecodtimes.com/arcio/rss/,capecodtimes.com,Regional,False
MA - New Bedford Standard-Times,https://www.southcoasttoday.com/search/?f=rss&t=article&l=50,southcoasttoday.com,Regional,False
MA - Berkshire Eagle,https://www.berkshireeagle.com/feed/,berkshireeagle.com,Regional,False
MA - Gloucester Daily Times,https://www.gloucestertimes.com/feed/,gloucestertimes.com,Regional,False
MA - Boston Business Journal,https://www.bizjournals.com/boston/feed/latest/,bizjournals.com,Regional,False
MA - CommonWealth Magazine,https://commonwealthbeacon.org/feed/,commonwealthbeacon.org,Regional,False
MI - Detroit News,https://www.detroitnews.com/arcio/rss/,detroitnews.com,Regional,False
MI - Grand Rapids Press,https://www.mlive.com/grand-rapids/index.ssf/rss2.0.xml,mlive.com,Regional,False
MI - Lansing State Journal,https://www.lansingstatejournal.com/rss/,lansingstatejournal.com,Regional,False
MI - Flint Journal,https://www.mlive.com/flint/index.ssf/rss2.0.xml,mlive.com,Regional,False
MI - Kalamazoo Gazette,https://www.mlive.com/kalamazoo/index.ssf/rss2.0.xml,mlive.com,Regional,False
MI - Ann Arbor News,https://www.mlive.com/ann-arbor/index.ssf/rss2.0.xml,mlive.com,Regional,False
MI - Bay City Times,https://www.mlive.com/bay-city/index.ssf/rss2.0.xml,mlive.com,Regional,False
MI - Saginaw News,https://www.mlive.com/saginaw/index.ssf/rss2.0.xml,mlive.com,Regional,False
MI - Traverse City Record-Eagle,https://www.record-eagle.com/search/?f=rss&t=article&l=50,record-eagle.com,Regional,False
MI - Muskegon Chronicle,https://www.mlive.com/muskegon/index.ssf/rss2.0.xml,mlive.com,Regional,False
MI - Detroit Business,https://www.crainsdetroit.com/rss/,crainsdetroit.com,Regional,False
MI - Bridge Michigan,https://bridgemi.com/feed/,bridgemi.com,Regional,False
MN - Minneapolis Star Tribune,https://www.startribune.com/feeds/,startribune.com,Regional,False
MN - St. Paul Pioneer Press,https://www.twincities.com/feed/,twincities.com,Regional,False
MN - Duluth News Tribune,https://www.duluthnewstribune.com/feed/,duluthnewstribune.com,Regional,False
MN - Rochester Post-Bulletin,https://www.postbulletin.com/search/?f=rss&t=article&l=50,postbulletin.com,Regional,False
MN - St. Cloud Times,https://www.sctimes.com/rss/,sctimes.com,Regional,False
MN - Mankato Free Press,https://www.mankatofreepress.com/search/?f=rss&t=article&l=50,mankatofreepress.com,Regional,False
MN - Brainerd Dispatch,https://www.brainerddispatch.com/search/?f=rss&t=article&l=50,brainerddispatch.com,Regional,False
MN - Minneapolis Business Journal,https://www.bizjournals.com/twincities/feed/latest/,bizjournals.com,Regional,False
MN - MinnPost,https://www.minnpost.com/feed/,minnpost.com,Regional,False
MS - Clarion-Ledger Jackson,https://www.clarionledger.com/rss/,clarionledger.com,Regional,False
MS - Sun Herald Biloxi,https://www.sunherald.com/news/local/rss,sunherald.com,Regional,False
MS - Commercial Dispatch Columbus,https://www.cdispatch.com/search/?f=rss&t=article&l=50,cdispatch.com,Regional,False
MS - Hattiesburg American,https://www.hattiesburgamerican.com/rss/,hattiesburgamerican.com,Regional,False
MS - Vicksburg Post,https://www.vicksburgpost.com/search/?f=rss&t=article&l=50,vicksburgpost.com,Regional,False
MS - Meridian Star,https://www.meridianstar.com/search/?f=rss&t=article&l=50,meridianstar.com,Regional,False
MS - Mississippi Today,https://mississippitoday.org/feed/,mississippitoday.org,Regional,False
MO - St. Louis Post-Dispatch,https://www.stltoday.com/search/?f=rss&t=article&l=50,stltoday.com,Regional,False
MO - Kansas City Star,https://www.kansascity.com/news/local/rss,kansascity.com,Regional,False
MO - Springfield News-Leader,https://www.news-leader.com/rss/,news-leader.com,Regional,False
MO - Columbia Missourian,https://www.columbiamissourian.com/search/?f=rss&t=article&l=50,columbiamissourian.com,Regional,False
MO - Joplin Globe,https://www.joplinglobe.com/search/?f=rss&t=article&l=50,joplinglobe.com,Regional,False
MO - St. Joseph News-Press,https://www.newspressnow.com/search/?f=rss&t=article&l=50,newspressnow.com,Regional,False
MO - Columbia Tribune,https://www.columbiatribune.com/search/?f=rss&t=article&l=50,columbiatribune.com,Regional,False
MO - Kansas City Business Journal,https://www.bizjournals.com/kansascity/feed/latest/,bizjournals.com,Regional,False
MO - St. Louis Business Journal,https://www.bizjournals.com/stlouis/feed/latest/,bizjournals.com,Regional,False
MT - Missoulian,https://missoulian.com/search/?f=rss&t=article&l=50,missoulian.com,Regional,False
MT - Billings Gazette,https://billingsgazette.com/search/?f=rss&t=article&l=50,billingsgazette.com,Regional,False
MT - Great Falls Tribune,https://www.greatfallstribune.com/rss/,greatfallstribune.com,Regional,False
MT - Helena Independent Record,https://helenair.com/search/?f=rss&t=article&l=50,helenair.com,Regional,False
MT - Bozeman Daily Chronicle,https://www.bozemandailychronicle.com/search/?f=rss&t=article&l=50,bozemandailychronicle.com,Regional,False
MT - Flathead Beacon,https://flatheadbeacon.com/feed/,flatheadbeacon.com,Regional,False
MT - Montana Free Press,https://montanafreepress.org/feed/,montanafreepress.org,Regional,False
