source_id,source_name,website,rss_url,category,tier,authority_score,enabled,country,source_type,collection_method,notes
leg_0461,FL - South Florida Sun-Sentinel,sun-sentinel.com,https://www.sun-sentinel.com/arcio/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0462,FL - Florida Times-Union,jacksonville.com,https://www.jacksonville.com/arcio/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0463,FL - Tallahassee Democrat,tallahassee.com,https://www.tallahassee.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0464,FL - Palm Beach Post,palmbeachpost.com,https://www.palmbeachpost.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0465,FL - Sarasota Herald-Tribune,heraldtribune.com,https://www.heraldtribune.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0466,FL - Naples Daily News,naplesnews.com,https://www.naplesnews.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0467,FL - Pensacola News Journal,pnj.com,https://www.pnj.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0468,FL - Daytona Beach News-Journal,news-journalonline.com,https://www.news-journalonline.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0469,FL - Gainesville Sun,gainesville.com,https://www.gainesville.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0470,FL - Ocala Star-Banner,ocala.com,https://www.ocala.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0471,FL - Lakeland Ledger,theledger.com,https://www.theledger.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0472,FL - Melbourne Florida Today,floridatoday.com,https://www.floridatoday.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0473,FL - Fort Myers News-Press,news-press.com,https://www.news-press.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0474,FL - Stuart News,tcpalm.com,https://www.tcpalm.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0475,FL - Key West Citizen,keysnews.com,https://www.keysnews.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0476,FL - Panama City News Herald,newsherald.com,https://www.newsherald.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0477,FL - Miami New Times,miaminewtimes.com,https://www.miaminewtimes.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0478,FL - Tampa Bay Business Journal,bizjournals.com,https://www.bizjournals.com/tampabay/feed/latest/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0479,FL - South Florida Business Jrnl,bizjournals.com,https://www.bizjournals.com/southflorida/feed/latest/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0480,FL - Jacksonville Business Jrnl,bizjournals.com,https://www.bizjournals.com/jacksonville/feed/latest/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0481,FL - Orlando Business Journal,bizjournals.com,https://www.bizjournals.com/orlando/feed/latest/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Florida
leg_0482,GA - Atlanta Journal-Constitution,ajc.com,https://www.ajc.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Georgia
leg_0483,GA - Savannah Morning News,savannahnow.com,https://www.savannahnow.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Georgia
leg_0484,GA - Augusta Chronicle,augustachronicle.com,https://www.augustachronicle.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Georgia
leg_0485,GA - Macon Telegraph,macon.com,https://www.macon.com/news/local/rss,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Georgia
leg_0486,GA - Columbus Ledger-Enquirer,ledger-enquirer.com,https://www.ledger-enquirer.com/news/local/rss,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Georgia
leg_0487,GA - Athens Banner-Herald,onlineathens.com,https://www.onlineathens.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Georgia
leg_0488,GA - Rome News-Tribune,northwestgeorgianews.com,https://www.northwestgeorgianews.com/romenews/search/?f=rss,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Georgia
leg_0489,GA - Brunswick News,thebrunswicknews.com,https://thebrunswicknews.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Georgia
leg_0490,GA - Dalton Daily Citizen,daltondailycitizen.com,https://www.daltondailycitizen.com/search/?f=rss,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Georgia
leg_0491,GA - Atlanta Business Chronicle,bizjournals.com,https://www.bizjournals.com/atlanta/feed/latest/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Georgia
leg_0492,HI - Honolulu Star-Advertiser,staradvertiser.com,https://www.staradvertiser.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Hawaii
leg_0493,HI - Maui News,mauinews.com,https://www.mauinews.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Hawaii
leg_0494,HI - Hawaii Tribune-Herald,hawaiitribune-herald.com,https://www.hawaiitribune-herald.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Hawaii
leg_0495,HI - West Hawaii Today,westhawaiitoday.com,https://www.westhawaiitoday.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Hawaii
leg_0496,HI - Garden Island (Kauai),thegardenisland.com,https://www.thegardenisland.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Hawaii
leg_0497,HI - Civil Beat,civilbeat.org,https://www.civilbeat.org/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Hawaii
leg_0498,ID - Idaho Statesman,idahostatesman.com,https://www.idahostatesman.com/news/local/rss,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Idaho
leg_0499,ID - Idaho Press-Tribune,idahopress.com,https://www.idahopress.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Idaho
leg_0500,ID - Post Register,postregister.com,https://www.postregister.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Idaho
leg_0501,ID - Lewiston Tribune,lmtribune.com,https://lmtribune.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Idaho
leg_0502,ID - Moscow-Pullman Daily News,dnews.com,https://dnews.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Idaho
leg_0503,ID - Twin Falls Times-News,magicvalley.com,https://magicvalley.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Idaho
leg_0504,IL - Chicago Tribune,chicagotribune.com,https://www.chicagotribune.com/arcio/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Illinois
leg_0505,IL - Rockford Register Star,rrstar.com,https://www.rrstar.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Illinois
leg_0506,IL - Springfield State Journal-Reg,sj-r.com,https://www.sj-r.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Illinois
leg_0507,IL - Peoria Journal Star,pjstar.com,https://www.pjstar.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Illinois
leg_0508,IL - Champaign News-Gazette,news-gazette.com,https://www.news-gazette.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Illinois
leg_0509,IL - Quad-City Times,qctimes.com,https://qctimes.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Illinois
leg_0510,IL - Bloomington Pantagraph,pantagraph.com,https://pantagraph.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Illinois
leg_0511,IL - Decatur Herald & Review,herald-review.com,https://herald-review.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Illinois
leg_0512,IL - Aurora Beacon-News,chicagotribune.com,https://www.chicagotribune.com/suburbs/aurora-beacon-news/rss2.0.xml,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Illinois
leg_0513,IL - Naperville Sun,chicagotribune.com,https://www.chicagotribune.com/suburbs/naperville-sun/rss2.0.xml,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Illinois
leg_0514,IL - Daily Herald Suburbs,dailyherald.com,https://www.dailyherald.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Illinois
leg_0515,IL - Chicago Business,chicagobusiness.com,https://www.chicagobusiness.com/feeds/news/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Illinois
leg_0516,IL - Chicago Reporter,chicagoreporter.com,https://www.chicagoreporter.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Illinois
leg_0517,IN - Indianapolis Star,indystar.com,https://www.indystar.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Indiana
leg_0518,IN - Fort Wayne Journal Gazette,journalgazette.net,https://www.journalgazette.net/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Indiana
leg_0519,IN - Fort Wayne News-Sentinel,news-sentinel.com,https://www.news-sentinel.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Indiana
leg_0520,IN - South Bend Tribune,southbendtribune.com,https://www.southbendtribune.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Indiana
leg_0521,IN - Evansville Courier & Press,courierpress.com,https://www.courierpress.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Indiana
leg_0522,IN - Lafayette Journal & Courier,jconline.com,https://www.jconline.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Indiana
leg_0523,IN - Muncie Star Press,thestarpress.com,https://www.thestarpress.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Indiana
leg_0524,IN - Terre Haute Tribune-Star,tribstar.com,https://www.tribstar.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Indiana
leg_0525,IN - Columbus Republic,therepublic.com,https://www.therepublic.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Indiana
leg_0526,IN - Indianapolis Business Jrnl,bizjournals.com,https://www.bizjournals.com/indianapolis/feed/latest/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Indiana
leg_0527,IA - Des Moines Register,desmoinesregister.com,https://www.desmoinesregister.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Iowa
leg_0528,IA - Cedar Rapids Gazette,thegazette.com,https://www.thegazette.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Iowa
leg_0529,IA - Iowa City Press-Citizen,press-citizen.com,https://www.press-citizen.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Iowa
leg_0530,IA - Sioux City Journal,siouxcityjournal.com,https://siouxcityjournal.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Iowa
leg_0531,IA - Waterloo Cedar Falls Courier,wcfcourier.com,https://wcfcourier.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Iowa
leg_0532,IA - Dubuque Telegraph Herald,telegraphherald.com,https://www.telegraphherald.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Iowa
leg_0533,KS - Wichita Eagle,kansas.com,https://www.kansas.com/news/local/rss,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Kansas
leg_0534,KS - Topeka Capital-Journal,cjonline.com,https://www.cjonline.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Kansas
leg_0535,KS - Salina Journal,salina.com,https://www.salina.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Kansas
leg_0536,KS - Lawrence Journal-World,www2.ljworld.com,https://www2.ljworld.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Kansas
leg_0537,KS - Hutchinson News,hutchnews.com,https://www.hutchnews.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Kansas
leg_0538,KS - Manhattan Mercury,themercury.com,https://www.themercury.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Kansas
leg_0539,KS - Hays Daily News,hdnews.net,https://www.hdnews.net/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Kansas
leg_0540,KY - Courier-Journal Louisville,courier-journal.com,https://www.courier-journal.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Kentucky
leg_0541,KY - Lexington Herald-Leader,kentucky.com,https://www.kentucky.com/news/local/rss,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Kentucky
leg_0542,KY - Bowling Green Daily News,bgdailynews.com,https://www.bgdailynews.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Kentucky
leg_0543,KY - Owensboro Messenger-Inquirer,messenger-inquirer.com,https://www.messenger-inquirer.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Kentucky
leg_0544,KY - Frankfort State Journal,state-journal.com,https://www.state-journal.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Kentucky
leg_0545,KY - Paducah Sun,paducahsun.com,https://www.paducahsun.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Kentucky
leg_0546,LA - Times-Picayune New Orleans,nola.com,https://www.nola.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Louisiana
leg_0547,LA - Baton Rouge Advocate,theadvocate.com,https://www.theadvocate.com/baton_rouge/rss,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Louisiana
leg_0548,LA - Shreveport Times,shreveporttimes.com,https://www.shreveporttimes.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Louisiana
leg_0549,LA - Monroe News-Star,thenewsstar.com,https://www.thenewsstar.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Louisiana
leg_0550,LA - Lafayette Advertiser,theadvertiser.com,https://www.theadvertiser.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Louisiana
leg_0551,LA - Alexandria Town Talk,thetowntalk.com,https://www.thetowntalk.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Louisiana
leg_0552,LA - Lake Charles American Press,americanpress.com,https://www.americanpress.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Louisiana
leg_0553,LA - Houma Courier,houmatoday.com,https://www.houmatoday.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Louisiana
leg_0554,LA - New Orleans Business Jrnl,bizjournals.com,https://www.bizjournals.com/neworleans/feed/latest/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Louisiana
leg_0555,ME - Portland Press Herald,pressherald.com,https://www.pressherald.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Maine
leg_0556,ME - Bangor Daily News,bangordailynews.com,https://bangordailynews.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Maine
leg_0557,ME - Kennebec Journal,centralmaine.com,https://www.centralmaine.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Maine
leg_0558,ME - Lewiston Sun Journal,sunjournal.com,https://www.sunjournal.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Maine
leg_0559,MD - Washington Post (MD),feeds.washingtonpost.com,https://feeds.washingtonpost.com/rss/local/maryland,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Maryland
leg_0560,MD - Capital Gazette Annapolis,capitalgazette.com,https://www.capitalgazette.com/arcio/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Maryland
leg_0561,MD - Frederick News-Post,fredericknewspost.com,https://www.fredericknewspost.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Maryland
leg_0562,MD - Hagerstown Herald-Mail,heraldmailmedia.com,https://www.heraldmailmedia.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Maryland
leg_0563,MD - Salisbury Daily Times,delmarvanow.com,https://www.delmarvanow.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Maryland
leg_0564,MD - Cumberland Times-News,times-news.com,https://www.times-news.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Maryland
leg_0565,MD - Baltimore Business Journal,bizjournals.com,https://www.bizjournals.com/baltimore/feed/latest/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Maryland
leg_0566,MD - Maryland Reporter,marylandreporter.com,https://marylandreporter.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Maryland
leg_0567,MA - Boston Globe,bostonglobe.com,https://www.bostonglobe.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Massachusetts
leg_0568,MA - Worcester Telegram & Gazette,telegram.com,https://www.telegram.com/arcio/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Massachusetts
leg_0569,MA - Springfield Republican,masslive.com,https://www.masslive.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Massachusetts
leg_0570,MA - Lowell Sun,lowellsun.com,https://www.lowellsun.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Massachusetts
leg_0571,MA - Patriot Ledger,patriotledger.com,https://www.patriotledger.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Massachusetts
leg_0572,MA - Cape Cod Times,capecodtimes.com,https://www.capecodtimes.com/arcio/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Massachusetts
leg_0573,MA - New Bedford Standard-Times,southcoasttoday.com,https://www.southcoasttoday.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Massachusetts
leg_0574,MA - Berkshire Eagle,berkshireeagle.com,https://www.berkshireeagle.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Massachusetts
leg_0575,MA - Gloucester Daily Times,gloucestertimes.com,https://www.gloucestertimes.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Massachusetts
leg_0576,MA - Boston Business Journal,bizjournals.com,https://www.bizjournals.com/boston/feed/latest/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Massachusetts
leg_0577,MA - CommonWealth Magazine,commonwealthbeacon.org,https://commonwealthbeacon.org/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Massachusetts
leg_0578,MI - Detroit News,detroitnews.com,https://www.detroitnews.com/arcio/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Michigan
leg_0579,MI - Grand Rapids Press,mlive.com,https://www.mlive.com/grand-rapids/index.ssf/rss2.0.xml,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Michigan
leg_0580,MI - Lansing State Journal,lansingstatejournal.com,https://www.lansingstatejournal.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Michigan
leg_0581,MI - Flint Journal,mlive.com,https://www.mlive.com/flint/index.ssf/rss2.0.xml,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Michigan
leg_0582,MI - Kalamazoo Gazette,mlive.com,https://www.mlive.com/kalamazoo/index.ssf/rss2.0.xml,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Michigan
leg_0583,MI - Ann Arbor News,mlive.com,https://www.mlive.com/ann-arbor/index.ssf/rss2.0.xml,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Michigan
leg_0584,MI - Bay City Times,mlive.com,https://www.mlive.com/bay-city/index.ssf/rss2.0.xml,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Michigan
leg_0585,MI - Saginaw News,mlive.com,https://www.mlive.com/saginaw/index.ssf/rss2.0.xml,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Michigan
leg_0586,MI - Traverse City Record-Eagle,record-eagle.com,https://www.record-eagle.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Michigan
leg_0587,MI - Muskegon Chronicle,mlive.com,https://www.mlive.com/muskegon/index.ssf/rss2.0.xml,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Michigan
leg_0588,MI - Detroit Business,crainsdetroit.com,https://www.crainsdetroit.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Michigan
leg_0589,MI - Bridge Michigan,bridgemi.com,https://bridgemi.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Michigan
leg_0590,MN - Minneapolis Star Tribune,startribune.com,https://www.startribune.com/feeds/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Minnesota
leg_0591,MN - St. Paul Pioneer Press,twincities.com,https://www.twincities.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Minnesota
leg_0592,MN - Duluth News Tribune,duluthnewstribune.com,https://www.duluthnewstribune.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Minnesota
leg_0593,MN - Rochester Post-Bulletin,postbulletin.com,https://www.postbulletin.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Minnesota
leg_0594,MN - St. Cloud Times,sctimes.com,https://www.sctimes.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Minnesota
leg_0595,MN - Mankato Free Press,mankatofreepress.com,https://www.mankatofreepress.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Minnesota
leg_0596,MN - Brainerd Dispatch,brainerddispatch.com,https://www.brainerddispatch.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Minnesota
leg_0597,MN - Minneapolis Business Journal,bizjournals.com,https://www.bizjournals.com/twincities/feed/latest/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Minnesota
leg_0598,MN - MinnPost,minnpost.com,https://www.minnpost.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Minnesota
leg_0599,MS - Clarion-Ledger Jackson,clarionledger.com,https://www.clarionledger.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Mississippi
leg_0600,MS - Sun Herald Biloxi,sunherald.com,https://www.sunherald.com/news/local/rss,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Mississippi
leg_0601,MS - Commercial Dispatch Columbus,cdispatch.com,https://www.cdispatch.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Mississippi
leg_0602,MS - Hattiesburg American,hattiesburgamerican.com,https://www.hattiesburgamerican.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Mississippi
leg_0603,MS - Vicksburg Post,vicksburgpost.com,https://www.vicksburgpost.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Mississippi
leg_0604,MS - Meridian Star,meridianstar.com,https://www.meridianstar.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Mississippi
leg_0605,MS - Mississippi Today,mississippitoday.org,https://mississippitoday.org/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Mississippi
leg_0606,MO - St. Louis Post-Dispatch,stltoday.com,https://www.stltoday.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Missouri
leg_0607,MO - Kansas City Star,kansascity.com,https://www.kansascity.com/news/local/rss,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Missouri
leg_0608,MO - Springfield News-Leader,news-leader.com,https://www.news-leader.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Missouri
leg_0609,MO - Columbia Missourian,columbiamissourian.com,https://www.columbiamissourian.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Missouri
leg_0610,MO - Joplin Globe,joplinglobe.com,https://www.joplinglobe.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Missouri
leg_0611,MO - St. Joseph News-Press,newspressnow.com,https://www.newspressnow.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Missouri
leg_0612,MO - Columbia Tribune,columbiatribune.com,https://www.columbiatribune.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Missouri
leg_0613,MO - Kansas City Business Journal,bizjournals.com,https://www.bizjournals.com/kansascity/feed/latest/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Missouri
leg_0614,MO - St. Louis Business Journal,bizjournals.com,https://www.bizjournals.com/stlouis/feed/latest/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Missouri
leg_0615,MT - Missoulian,missoulian.com,https://missoulian.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Montana
leg_0616,MT - Billings Gazette,billingsgazette.com,https://billingsgazette.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Montana
leg_0617,MT - Great Falls Tribune,greatfallstribune.com,https://www.greatfallstribune.com/rss/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Montana
leg_0618,MT - Helena Independent Record,helenair.com,https://helenair.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Montana
leg_0619,MT - Bozeman Daily Chronicle,bozemandailychronicle.com,https://www.bozemandailychronicle.com/search/?f=rss&t=article&l=50,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Montana
leg_0620,MT - Flathead Beacon,flatheadbeacon.com,https://flatheadbeacon.com/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Montana
leg_0621,MT - Montana Free Press,montanafreepress.org,https://montanafreepress.org/feed/,Regional,3,50,True,US,regional,rss,authority=heuristic-by-category; region=Montana
